Airport,Date,Time Interval,Avg_time,Max_time,Passengers,temp,Flights
Ahmedabad Airport,,0915 - 0930,17,21,44,2.833333333,2
Ahmedabad Airport,,0930 - 0945,14,18,35,2.333333333,2
Ahmedabad Airport,,0945 - 1000,14,17,38,2.333333333,2
Ahmedabad Airport,,1000 - 1015,10,16,25,1.666666667,1
Ahmedabad Airport,,1015 - 1030,16,21,45,2.666666667,2
Ahmedabad Airport,,1030 - 1045,9,14,21,1.5,1
Ahmedabad Airport,,1045 - 1100,17,20,45,2.833333333,2
Ahmedabad Airport,,1100 - 1115,12,18,32,2,2
Ahmedabad Airport,,1115 - 1130,12,18,29,2,2
Ahmedabad Airport,,1130 - 1145,21,25,58,3.5,3
Ahmedabad Airport,,1145 - 1200,14,17,37,2.333333333,2
Ahmedabad Airport,,1200 - 1215,16,21,41,2.666666667,2
Ahmedabad Airport,,1215 - 1230,18,23,50,3,3
Ahmedabad Airport,,1230 - 1245,13,19,33,2.166666667,2
Ahmedabad Airport,,1245 - 1300,22,26,59,3.666666667,3
Ahmedabad Airport,,1300 - 1315,14,17,37,2.333333333,2
Ahmedabad Airport,,1315 - 1330,17,20,45,2.833333333,2
Ahmedabad Airport,,1330 - 1345,13,19,33,2.166666667,2
Ahmedabad Airport,,1345 - 1400,8,12,18,1.333333333,1
Ahmedabad Airport,,1400 - 1415,10,13,26,1.666666667,1
Ahmedabad Airport,,1415 - 1430,18,21,47,3,3
Ahmedabad Airport,,1430 - 1445,22,28,61,3.666666667,3
Ahmedabad Airport,,1445 - 1500,8,11,18,1.333333333,1
Ahmedabad Airport,,1500 - 1515,12,18,32,2,2
Ahmedabad Airport,,1515 - 1530,8,14,17,1.333333333,1
Ahmedabad Airport,,1530 - 1545,16,21,41,2.666666667,2
Ahmedabad Airport,,1545 - 1600,15,19,38,2.5,2
Ahmedabad Airport,,1600 - 1615,10,15,27,1.666666667,1
Ahmedabad Airport,,1615 - 1630,19,22,53,3.166666667,3
Ahmedabad Airport,,1630 - 1645,21,27,56,3.5,3
Ahmedabad Airport,,1645 - 1700,13,19,34,2.166666667,2
Ahmedabad Airport,,1700 - 1715,17,23,46,2.833333333,2
Ahmedabad Airport,,1715 - 1730,22,26,62,3.666666667,3
Ahmedabad Airport,,1730 - 1745,14,19,39,2.333333333,2
Ahmedabad Airport,,1745 - 1800,20,26,54,3.333333333,3
Ahmedabad Airport,,1800 - 1815,18,21,50,3,3
Ahmedabad Airport,,1815 - 1830,12,16,29,2,2
Ahmedabad Airport,,1830 - 1845,20,26,56,3.333333333,3
Ahmedabad Airport,,1845 - 1900,12,17,29,2,2
Ahmedabad Airport,,1900 - 1915,9,14,24,1.5,1
Ahmedabad Airport,,1915 - 1930,20,26,56,3.333333333,3
Ahmedabad Airport,,1930 - 1945,13,17,36,2.166666667,2
Ahmedabad Airport,,1945 - 2000,12,17,30,2,2
Ahmedabad Airport,,2000 - 2015,16,19,45,2.666666667,2
Ahmedabad Airport,,2015 - 2030,18,24,50,3,3
Ahmedabad Airport,,2030 - 2045,8,12,17,1.333333333,1
Ahmedabad Airport,,2045 - 2100,9,12,23,1.5,1
Ahmedabad Airport,,2100 - 2115,15,19,39,2.5,2
Ahmedabad Airport,,2115 - 2130,21,24,60,3.5,3
Ahmedabad Airport,,2130 - 2145,21,25,58,3.5,3
Ahmedabad Airport,,2145 - 2200,20,25,57,3.333333333,3
Ahmedabad Airport,,2200 - 2215,18,21,49,3,3
Ahmedabad Airport,,2215 - 2230,14,18,37,2.333333333,2
Ahmedabad Airport,,2230 - 2245,18,24,48,3,3
Ahmedabad Airport,,2245 - 2300,19,25,50,3.166666667,3
Ahmedabad Airport,,2300 - 2315,15,18,38,2.5,2
Ahmedabad Airport,,2315 - 2330,18,22,50,3,3
Ahmedabad Airport,,2330 - 2345,17,22,44,2.833333333,2
Ahmedabad Airport,,2345 - 2400,15,19,39,2.5,2
Ahmedabad Airport,,0000 - 0015,9,15,21,1.5,1
Ahmedabad Airport,,0015 - 0030,17,23,48,2.833333333,2
Ahmedabad Airport,,0030 - 0045,9,13,23,1.5,1
Ahmedabad Airport,,0045 - 0100,21,26,56,3.5,3
Ahmedabad Airport,,0100 - 0115,19,24,51,3.166666667,3
Ahmedabad Airport,,0115 - 0130,17,20,46,2.833333333,2
Ahmedabad Airport,,0130 - 0145,12,15,32,2,2
Ahmedabad Airport,,0145 - 0200,11,14,28,1.833333333,1
Ahmedabad Airport,,0200 - 0215,19,24,53,3.166666667,3
Ahmedabad Airport,,0215 - 0230,19,24,51,3.166666667,3
Ahmedabad Airport,,0230 - 0245,11,17,30,1.833333333,1
Ahmedabad Airport,,0245 - 0300,9,15,22,1.5,1
Ahmedabad Airport,,0300 - 0315,9,15,23,1.5,1
Ahmedabad Airport,,0315 - 0330,20,23,57,3.333333333,3
Ahmedabad Airport,,0330 - 0345,19,23,50,3.166666667,3
Ahmedabad Airport,,0345 - 0400,22,27,59,3.666666667,3
Ahmedabad Airport,,0400 - 0415,10,13,25,1.666666667,1
Ahmedabad Airport,,0415 - 0430,14,19,39,2.333333333,2
Ahmedabad Airport,,0430 - 0445,15,21,42,2.5,2
Ahmedabad Airport,,0445 - 0500,13,19,36,2.166666667,2
Ahmedabad Airport,,0500 - 0515,20,23,54,3.333333333,3
Ahmedabad Airport,,0515 - 0530,17,22,44,2.833333333,2
Ahmedabad Airport,,0530 - 0545,16,20,43,2.666666667,2
Ahmedabad Airport,,0545 - 0600,20,26,53,3.333333333,3
Ahmedabad Airport,,0600 - 0615,11,15,27,1.833333333,1
Ahmedabad Airport,,0615 - 0630,9,13,21,1.5,1
Ahmedabad Airport,,0630 - 0645,22,28,63,3.666666667,3
Ahmedabad Airport,,0645 - 0700,11,14,29,1.833333333,1
Ahmedabad Airport,,0700 - 0715,9,13,20,1.5,1
Ahmedabad Airport,,0715 - 0730,12,17,30,2,2
Ahmedabad Airport,,0730 - 0745,15,20,39,2.5,2
Ahmedabad Airport,,0745 - 0800,21,26,58,3.5,3
Ahmedabad Airport,,0800 - 0815,13,17,36,2.166666667,2
Ahmedabad Airport,,0815 - 0830,15,21,41,2.5,2
Ahmedabad Airport,,0830 - 0845,10,13,24,1.666666667,1
Ahmedabad Airport,,0845 - 0900,8,13,18,1.333333333,1
Ahmedabad Airport,,0900 - 0915,18,22,49,3,3
Ahmedabad Airport,,0915 - 0930,8,14,18,1.333333333,1
Ahmedabad Airport,,0930 - 0945,17,22,44,2.833333333,2
Ahmedabad Airport,,0945 - 1000,13,16,32,2.166666667,2
Ahmedabad Airport,,1000 - 1015,19,25,54,3.166666667,3
Ahmedabad Airport,,1015 - 1030,18,24,51,3,3
Ahmedabad Airport,,1030 - 1045,17,22,47,2.833333333,2
Ahmedabad Airport,,1045 - 1100,16,19,42,2.666666667,2
Ahmedabad Airport,,1100 - 1115,16,21,45,2.666666667,2
Ahmedabad Airport,,1115 - 1130,22,26,63,3.666666667,3
Ahmedabad Airport,,1130 - 1145,13,16,32,2.166666667,2
Ahmedabad Airport,,1145 - 1200,16,22,42,2.666666667,2
Ahmedabad Airport,,1200 - 1215,14,19,37,2.333333333,2
Ahmedabad Airport,,1215 - 1230,22,27,63,3.666666667,3
Ahmedabad Airport,,1230 - 1245,9,14,21,1.5,1
Ahmedabad Airport,,1245 - 1300,13,18,34,2.166666667,2
Ahmedabad Airport,,1300 - 1315,15,19,41,2.5,2
Ahmedabad Airport,,1315 - 1330,19,22,52,3.166666667,3
Ahmedabad Airport,,1330 - 1345,8,12,17,1.333333333,1
Ahmedabad Airport,,1345 - 1400,21,27,60,3.5,3
Ahmedabad Airport,,1400 - 1415,8,14,18,1.333333333,1
Ahmedabad Airport,,1415 - 1430,18,24,49,3,3
Ahmedabad Airport,,1430 - 1445,10,14,23,1.666666667,1
Ahmedabad Airport,,1445 - 1500,14,20,37,2.333333333,2
Ahmedabad Airport,,1500 - 1515,11,16,27,1.833333333,1
Ahmedabad Airport,,1515 - 1530,14,17,37,2.333333333,2
Ahmedabad Airport,,1530 - 1545,19,25,54,3.166666667,3
Ahmedabad Airport,,1545 - 1600,17,20,46,2.833333333,2
Ahmedabad Airport,,1600 - 1615,21,25,57,3.5,3
Ahmedabad Airport,,1615 - 1630,13,18,36,2.166666667,2
Ahmedabad Airport,,1630 - 1645,9,14,21,1.5,1
Ahmedabad Airport,,1645 - 1700,20,26,54,3.333333333,3
Ahmedabad Airport,,1700 - 1715,17,22,45,2.833333333,2
Ahmedabad Airport,,1715 - 1730,9,13,23,1.5,1
Ahmedabad Airport,,1730 - 1745,15,19,39,2.5,2
Ahmedabad Airport,,1745 - 1800,15,19,39,2.5,2
Ahmedabad Airport,,1800 - 1815,9,14,22,1.5,1
Ahmedabad Airport,,1815 - 1830,12,15,32,2,2
Ahmedabad Airport,,1830 - 1845,8,13,17,1.333333333,1
Ahmedabad Airport,,1845 - 1900,20,25,57,3.333333333,3
Ahmedabad Airport,,1900 - 1915,22,27,63,3.666666667,3
Ahmedabad Airport,,1915 - 1930,19,23,51,3.166666667,3
Ahmedabad Airport,,1930 - 1945,16,22,41,2.666666667,2
Ahmedabad Airport,,1945 - 2000,19,25,54,3.166666667,3
Ahmedabad Airport,,2000 - 2015,17,20,45,2.833333333,2
Ahmedabad Airport,,2015 - 2030,20,25,55,3.333333333,3
Ahmedabad Airport,,2030 - 2045,21,26,60,3.5,3
Ahmedabad Airport,,2045 - 2100,21,25,60,3.5,3
Ahmedabad Airport,,2100 - 2115,9,13,22,1.5,1
Ahmedabad Airport,,2115 - 2130,13,17,35,2.166666667,2
Ahmedabad Airport,,2130 - 2145,8,11,21,1.333333333,1
Ahmedabad Airport,,2145 - 2200,14,19,38,2.333333333,2
Ahmedabad Airport,,2200 - 2215,17,21,45,2.833333333,2
Ahmedabad Airport,,2215 - 2230,12,17,32,2,2
Ahmedabad Airport,,2230 - 2245,18,22,47,3,3
Ahmedabad Airport,,2245 - 2300,21,26,56,3.5,3
Ahmedabad Airport,,2300 - 2315,11,15,28,1.833333333,1
Ahmedabad Airport,,2315 - 2330,15,20,39,2.5,2
Ahmedabad Airport,,2330 - 2345,12,17,31,2,2
Ahmedabad Airport,,2345 - 2400,21,24,60,3.5,3
Ahmedabad Airport,,0000 - 0015,22,26,63,3.666666667,3
Ahmedabad Airport,,0015 - 0030,21,26,57,3.5,3
Ahmedabad Airport,,0030 - 0045,13,19,35,2.166666667,2
Ahmedabad Airport,,0045 - 0100,14,20,38,2.333333333,2
Ahmedabad Airport,,0100 - 0115,19,25,52,3.166666667,3
Ahmedabad Airport,,0115 - 0130,15,21,41,2.5,2
Ahmedabad Airport,,0130 - 0145,14,17,35,2.333333333,2
Ahmedabad Airport,,0145 - 0200,21,27,56,3.5,3
Ahmedabad Airport,,0200 - 0215,13,16,32,2.166666667,2
Ahmedabad Airport,,0215 - 0230,11,16,29,1.833333333,1
Ahmedabad Airport,,0230 - 0245,21,27,60,3.5,3
Ahmedabad Airport,,0245 - 0300,17,22,47,2.833333333,2
Ahmedabad Airport,,0300 - 0315,20,23,54,3.333333333,3
Ahmedabad Airport,,0315 - 0330,16,20,41,2.666666667,2
Ahmedabad Airport,,0330 - 0345,16,21,44,2.666666667,2
Ahmedabad Airport,,0345 - 0400,10,14,25,1.666666667,1
Ahmedabad Airport,,0400 - 0415,17,21,44,2.833333333,2
Ahmedabad Airport,,0415 - 0430,12,15,29,2,2
Ahmedabad Airport,,0430 - 0445,11,16,26,1.833333333,1
Ahmedabad Airport,,0445 - 0500,11,17,27,1.833333333,1
Ahmedabad Airport,,0500 - 0515,19,23,51,3.166666667,3
Ahmedabad Airport,,0515 - 0530,8,12,17,1.333333333,1
Ahmedabad Airport,,0530 - 0545,8,14,19,1.333333333,1
Ahmedabad Airport,,0545 - 0600,13,19,36,2.166666667,2
Ahmedabad Airport,,0600 - 0615,14,17,37,2.333333333,2
Ahmedabad Airport,,0615 - 0630,16,19,41,2.666666667,2
Ahmedabad Airport,,0630 - 0645,21,26,56,3.5,3
Ahmedabad Airport,,0645 - 0700,11,15,26,1.833333333,1
Ahmedabad Airport,,0700 - 0715,13,17,35,2.166666667,2
Ahmedabad Airport,,0715 - 0730,16,20,45,2.666666667,2
Ahmedabad Airport,,0730 - 0745,15,21,38,2.5,2
Ahmedabad Airport,,0745 - 0800,8,11,19,1.333333333,1
Ahmedabad Airport,,0800 - 0815,21,26,56,3.5,3
Ahmedabad Airport,,0815 - 0830,10,13,24,1.666666667,1
Ahmedabad Airport,,0830 - 0845,10,13,26,1.666666667,1
Ahmedabad Airport,,0845 - 0900,19,23,51,3.166666667,3
Ahmedabad Airport,,0900 - 0915,10,13,27,1.666666667,1
Ahmedabad Airport,,0915 - 0930,11,17,27,1.833333333,1
Ahmedabad Airport,,0930 - 0945,9,12,23,1.5,1
Ahmedabad Airport,,0945 - 1000,22,27,60,3.666666667,3
Ahmedabad Airport,,1000 - 1015,11,17,28,1.833333333,1
Ahmedabad Airport,,1015 - 1030,19,24,54,3.166666667,3
Ahmedabad Airport,,1030 - 1045,13,19,32,2.166666667,2
Ahmedabad Airport,,1045 - 1100,13,16,35,2.166666667,2
Ahmedabad Airport,,1100 - 1115,10,13,25,1.666666667,1
Ahmedabad Airport,,1115 - 1130,18,22,50,3,3
Ahmedabad Airport,,1130 - 1145,11,14,29,1.833333333,1
Ahmedabad Airport,,1145 - 1200,13,16,34,2.166666667,2
Ahmedabad Airport,,1200 - 1215,12,17,33,2,2
Ahmedabad Airport,,1215 - 1230,17,21,44,2.833333333,2
Ahmedabad Airport,,1230 - 1245,22,28,61,3.666666667,3
Ahmedabad Airport,,1245 - 1300,10,14,27,1.666666667,1
Ahmedabad Airport,,1300 - 1315,13,16,32,2.166666667,2
Ahmedabad Airport,,1315 - 1330,8,12,20,1.333333333,1
Ahmedabad Airport,,1330 - 1345,13,17,33,2.166666667,2
Ahmedabad Airport,,1345 - 1400,18,21,51,3,3
Ahmedabad Airport,,1400 - 1415,21,26,59,3.5,3
Ahmedabad Airport,,1415 - 1430,18,22,51,3,3
Ahmedabad Airport,,1430 - 1445,22,28,62,3.666666667,3
Ahmedabad Airport,,1445 - 1500,20,26,54,3.333333333,3
Ahmedabad Airport,,1500 - 1515,11,15,27,1.833333333,1
Ahmedabad Airport,,1515 - 1530,14,19,35,2.333333333,2
Ahmedabad Airport,,1530 - 1545,15,18,38,2.5,2
Ahmedabad Airport,,1545 - 1600,18,22,50,3,3
Ahmedabad Airport,,1600 - 1615,20,25,55,3.333333333,3
Ahmedabad Airport,,1615 - 1630,17,21,46,2.833333333,2
Ahmedabad Airport,,1630 - 1645,20,23,54,3.333333333,3
Ahmedabad Airport,,1645 - 1700,12,16,33,2,2
Ahmedabad Airport,,1700 - 1715,8,13,17,1.333333333,1
Ahmedabad Airport,,1715 - 1730,22,28,60,3.666666667,3
Ahmedabad Airport,,1730 - 1745,10,13,26,1.666666667,1
Ahmedabad Airport,,1745 - 1800,8,12,17,1.333333333,1
Ahmedabad Airport,,1800 - 1815,14,17,37,2.333333333,2
Ahmedabad Airport,,1815 - 1830,9,13,24,1.5,1
Ahmedabad Airport,,1830 - 1845,18,22,51,3,3
Ahmedabad Airport,,1845 - 1900,18,22,48,3,3
Ahmedabad Airport,,1900 - 1915,17,22,44,2.833333333,2
Ahmedabad Airport,,1915 - 1930,14,19,37,2.333333333,2
Ahmedabad Airport,,1930 - 1945,13,19,32,2.166666667,2
Ahmedabad Airport,,1945 - 2000,9,12,24,1.5,1
Ahmedabad Airport,,2000 - 2015,14,19,36,2.333333333,2
Ahmedabad Airport,,2015 - 2030,15,20,40,2.5,2
Ahmedabad Airport,,2030 - 2045,19,22,53,3.166666667,3
Ahmedabad Airport,,2045 - 2100,11,15,29,1.833333333,1
Ahmedabad Airport,,2100 - 2115,9,13,23,1.5,1
Ahmedabad Airport,,2115 - 2130,11,15,28,1.833333333,1
Ahmedabad Airport,,2130 - 2145,18,23,47,3,3
Ahmedabad Airport,,2145 - 2200,9,13,21,1.5,1
Ahmedabad Airport,,2200 - 2215,17,20,44,2.833333333,2
Ahmedabad Airport,,2215 - 2230,16,20,44,2.666666667,2
Ahmedabad Airport,,2230 - 2245,13,17,36,2.166666667,2
Ahmedabad Airport,,2245 - 2300,13,19,32,2.166666667,2
Ahmedabad Airport,,2300 - 2315,12,16,33,2,2
Ahmedabad Airport,,2315 - 2330,22,26,59,3.666666667,3
Ahmedabad Airport,,2330 - 2345,16,19,41,2.666666667,2
Ahmedabad Airport,,2345 - 2400,18,21,48,3,3
Ahmedabad Airport,,0000 - 0015,14,20,36,2.333333333,2
Ahmedabad Airport,,0015 - 0030,12,18,29,2,2
Ahmedabad Airport,,0030 - 0045,20,23,53,3.333333333,3
Ahmedabad Airport,,0045 - 0100,21,24,56,3.5,3
Ahmedabad Airport,,0100 - 0115,9,13,21,1.5,1
Ahmedabad Airport,,0115 - 0130,18,24,49,3,3
Ahmedabad Airport,,0130 - 0145,17,23,44,2.833333333,2
Ahmedabad Airport,,0145 - 0200,19,24,53,3.166666667,3
Ahmedabad Airport,,0200 - 0215,12,16,30,2,2
Ahmedabad Airport,,0215 - 0230,14,18,37,2.333333333,2
Ahmedabad Airport,,0230 - 0245,8,11,19,1.333333333,1
Ahmedabad Airport,,0245 - 0300,18,21,49,3,3
Ahmedabad Airport,,0300 - 0315,12,15,30,2,2
Ahmedabad Airport,,0315 - 0330,15,21,41,2.5,2
Ahmedabad Airport,,0330 - 0345,8,12,20,1.333333333,1
Ahmedabad Airport,,0345 - 0400,20,23,57,3.333333333,3
Ahmedabad Airport,,0400 - 0415,13,17,32,2.166666667,2
Ahmedabad Airport,,0415 - 0430,21,24,57,3.5,3
Ahmedabad Airport,,0430 - 0445,21,26,60,3.5,3
Ahmedabad Airport,,0445 - 0500,12,18,30,2,2
Ahmedabad Airport,,0500 - 0515,14,19,36,2.333333333,2
Ahmedabad Airport,,0515 - 0530,9,14,23,1.5,1
Ahmedabad Airport,,0530 - 0545,12,16,30,2,2
Ahmedabad Airport,,0545 - 0600,16,20,45,2.666666667,2
Ahmedabad Airport,,0600 - 0615,19,23,50,3.166666667,3
Ahmedabad Airport,,0615 - 0630,18,24,50,3,3
Ahmedabad Airport,,0630 - 0645,11,14,29,1.833333333,1
Ahmedabad Airport,,0645 - 0700,13,17,36,2.166666667,2
Ahmedabad Airport,,0700 - 0715,8,12,20,1.333333333,1
Ahmedabad Airport,,0715 - 0730,10,15,26,1.666666667,1
Ahmedabad Airport,,0730 - 0745,11,17,29,1.833333333,1
Ahmedabad Airport,,0745 - 0800,15,20,41,2.5,2
Ahmedabad Airport,,0800 - 0815,22,26,63,3.666666667,3
Ahmedabad Airport,,0815 - 0830,21,26,56,3.5,3
Ahmedabad Airport,,0830 - 0845,15,21,40,2.5,2
Ahmedabad Airport,,0845 - 0900,16,20,45,2.666666667,2
Ahmedabad Airport,,0900 - 0915,13,18,34,2.166666667,2
Ahmedabad Airport,,0915 - 0930,17,22,45,2.833333333,2
Ahmedabad Airport,,0930 - 0945,14,20,38,2.333333333,2
Ahmedabad Airport,,0945 - 1000,21,26,56,3.5,3
Ahmedabad Airport,,1000 - 1015,8,14,20,1.333333333,1
Ahmedabad Airport,,1015 - 1030,18,21,47,3,3
Ahmedabad Airport,,1030 - 1045,18,21,47,3,3
Ahmedabad Airport,,1045 - 1100,10,15,26,1.666666667,1
Ahmedabad Airport,,1100 - 1115,12,16,30,2,2
Ahmedabad Airport,,1115 - 1130,8,11,21,1.333333333,1
Ahmedabad Airport,,1130 - 1145,18,21,51,3,3
Ahmedabad Airport,,1145 - 1200,12,17,29,2,2
Ahmedabad Airport,,1200 - 1215,17,23,45,2.833333333,2
Ahmedabad Airport,,1215 - 1230,17,21,47,2.833333333,2
Ahmedabad Airport,,1230 - 1245,22,25,62,3.666666667,3
Ahmedabad Airport,,1245 - 1300,14,17,38,2.333333333,2
Ahmedabad Airport,,1300 - 1315,20,23,53,3.333333333,3
Ahmedabad Airport,,1315 - 1330,15,19,41,2.5,2
Ahmedabad Airport,,1330 - 1345,16,20,44,2.666666667,2
Ahmedabad Airport,,1345 - 1400,14,19,38,2.333333333,2
Ahmedabad Airport,,1400 - 1415,17,23,45,2.833333333,2
Ahmedabad Airport,,1415 - 1430,10,14,24,1.666666667,1
Ahmedabad Airport,,1430 - 1445,18,23,49,3,3
Ahmedabad Airport,,1445 - 1500,9,15,21,1.5,1
Ahmedabad Airport,,1500 - 1515,8,13,19,1.333333333,1
Ahmedabad Airport,,1515 - 1530,18,24,50,3,3
Ahmedabad Airport,,1530 - 1545,8,11,19,1.333333333,1
Ahmedabad Airport,,1545 - 1600,15,19,41,2.5,2
Ahmedabad Airport,,1600 - 1615,20,25,53,3.333333333,3
Ahmedabad Airport,,1615 - 1630,10,16,27,1.666666667,1
Ahmedabad Airport,,1630 - 1645,9,12,24,1.5,1
Ahmedabad Airport,,1645 - 1700,21,25,57,3.5,3
Ahmedabad Airport,,1700 - 1715,10,16,27,1.666666667,1
Ahmedabad Airport,,1715 - 1730,12,18,33,2,2
Ahmedabad Airport,,1730 - 1745,11,15,29,1.833333333,1
Ahmedabad Airport,,1745 - 1800,15,18,42,2.5,2
Ahmedabad Airport,,1800 - 1815,16,20,42,2.666666667,2
Ahmedabad Airport,,1815 - 1830,17,23,48,2.833333333,2
Ahmedabad Airport,,1830 - 1845,13,17,32,2.166666667,2
Ahmedabad Airport,,1845 - 1900,11,17,26,1.833333333,1
Ahmedabad Airport,,1900 - 1915,19,25,51,3.166666667,3
Ahmedabad Airport,,1915 - 1930,10,15,26,1.666666667,1
Ahmedabad Airport,,1930 - 1945,12,18,33,2,2
Ahmedabad Airport,,1945 - 2000,21,27,57,3.5,3
Ahmedabad Airport,,2000 - 2015,19,24,51,3.166666667,3
Ahmedabad Airport,,2015 - 2030,17,20,44,2.833333333,2
Ahmedabad Airport,,2030 - 2045,20,26,53,3.333333333,3
Ahmedabad Airport,,2045 - 2100,20,25,57,3.333333333,3
Ahmedabad Airport,,2100 - 2115,12,15,33,2,2
Ahmedabad Airport,,2115 - 2130,9,12,21,1.5,1
Ahmedabad Airport,,2130 - 2145,13,17,34,2.166666667,2
Ahmedabad Airport,,2145 - 2200,19,24,51,3.166666667,3
Ahmedabad Airport,,2200 - 2215,20,24,53,3.333333333,3
Ahmedabad Airport,,2215 - 2230,12,18,29,2,2
Ahmedabad Airport,,2230 - 2245,8,13,21,1.333333333,1
Ahmedabad Airport,,2245 - 2300,9,15,22,1.5,1
Ahmedabad Airport,,2300 - 2315,19,24,53,3.166666667,3
Ahmedabad Airport,,2315 - 2330,10,13,23,1.666666667,1
Ahmedabad Airport,,2330 - 2345,19,25,53,3.166666667,3
Ahmedabad Airport,,2345 - 2400,10,16,26,1.666666667,1
Ahmedabad Airport,,0000 - 0015,19,25,54,3.166666667,3
Ahmedabad Airport,,0015 - 0030,21,26,58,3.5,3
Ahmedabad Airport,,0030 - 0045,18,21,48,3,3
Ahmedabad Airport,,0045 - 0100,16,22,45,2.666666667,2
Ahmedabad Airport,,0100 - 0115,11,16,29,1.833333333,1
Ahmedabad Airport,,0115 - 0130,14,20,37,2.333333333,2
Ahmedabad Airport,,0130 - 0145,9,14,20,1.5,1
Ahmedabad Airport,,0145 - 0200,10,15,23,1.666666667,1
Ahmedabad Airport,,0200 - 0215,21,26,58,3.5,3
Ahmedabad Airport,,0215 - 0230,16,20,42,2.666666667,2
Ahmedabad Airport,,0230 - 0245,19,22,51,3.166666667,3
Ahmedabad Airport,,0245 - 0300,10,15,24,1.666666667,1
Ahmedabad Airport,,0300 - 0315,9,14,23,1.5,1
Ahmedabad Airport,,0315 - 0330,22,28,60,3.666666667,3
Ahmedabad Airport,,0330 - 0345,14,18,36,2.333333333,2
Ahmedabad Airport,,0345 - 0400,22,28,62,3.666666667,3
Ahmedabad Airport,,0400 - 0415,9,12,23,1.5,1
Ahmedabad Airport,,0415 - 0430,16,22,42,2.666666667,2
Ahmedabad Airport,,0430 - 0445,12,18,32,2,2
Ahmedabad Airport,,0445 - 0500,11,17,26,1.833333333,1
Ahmedabad Airport,,0500 - 0515,11,15,29,1.833333333,1
Ahmedabad Airport,,0515 - 0530,22,26,63,3.666666667,3
Ahmedabad Airport,,0530 - 0545,14,17,35,2.333333333,2
Ahmedabad Airport,,0545 - 0600,21,26,56,3.5,3
Ahmedabad Airport,,0600 - 0615,16,19,43,2.666666667,2
Ahmedabad Airport,,0615 - 0630,10,15,26,1.666666667,1
Ahmedabad Airport,,0630 - 0645,11,17,26,1.833333333,1
Ahmedabad Airport,,0645 - 0700,9,13,23,1.5,1
Ahmedabad Airport,,0700 - 0715,12,18,32,2,2
Ahmedabad Airport,,0715 - 0730,15,18,38,2.5,2
Ahmedabad Airport,,0730 - 0745,18,24,47,3,3
Ahmedabad Airport,,0745 - 0800,22,26,60,3.666666667,3
Ahmedabad Airport,,0800 - 0815,9,14,20,1.5,1
Ahmedabad Airport,,0815 - 0830,10,14,23,1.666666667,1
Ahmedabad Airport,,0830 - 0845,10,15,24,1.666666667,1
Ahmedabad Airport,,0845 - 0900,11,16,30,1.833333333,1
Ahmedabad Airport,,0900 - 0915,19,22,51,3.166666667,3
Ahmedabad Airport,,0915 - 0930,12,17,33,2,2
Ahmedabad Airport,,0930 - 0945,10,13,25,1.666666667,1
Ahmedabad Airport,,0945 - 1000,9,15,20,1.5,1
Ahmedabad Airport,,1000 - 1015,19,24,54,3.166666667,3
Ahmedabad Airport,,1015 - 1030,10,15,23,1.666666667,1
Ahmedabad Airport,,1030 - 1045,12,15,29,2,2
Ahmedabad Airport,,1045 - 1100,17,23,48,2.833333333,2
Ahmedabad Airport,,1100 - 1115,12,17,30,2,2
Ahmedabad Airport,,1115 - 1130,10,15,27,1.666666667,1
Ahmedabad Airport,,1130 - 1145,12,16,30,2,2
Ahmedabad Airport,,1145 - 1200,9,14,22,1.5,1
Ahmedabad Airport,,1200 - 1215,12,15,33,2,2
Ahmedabad Airport,,1215 - 1230,10,14,26,1.666666667,1
Ahmedabad Airport,,1230 - 1245,13,16,32,2.166666667,2
Ahmedabad Airport,,1245 - 1300,9,14,23,1.5,1
Ahmedabad Airport,,1300 - 1315,10,15,25,1.666666667,1
Ahmedabad Airport,,1315 - 1330,15,19,40,2.5,2
Ahmedabad Airport,,1330 - 1345,20,26,55,3.333333333,3
Ahmedabad Airport,,1345 - 1400,15,21,38,2.5,2
Ahmedabad Airport,,1400 - 1415,12,15,29,2,2
Ahmedabad Airport,,1415 - 1430,11,16,30,1.833333333,1
Ahmedabad Airport,,1430 - 1445,16,21,43,2.666666667,2
Ahmedabad Airport,,1445 - 1500,15,21,42,2.5,2
Ahmedabad Airport,,1500 - 1515,16,21,44,2.666666667,2
Ahmedabad Airport,,1515 - 1530,13,19,32,2.166666667,2
Ahmedabad Airport,,1530 - 1545,9,12,21,1.5,1
Ahmedabad Airport,,1545 - 1600,17,23,46,2.833333333,2
Ahmedabad Airport,,1600 - 1615,15,20,38,2.5,2
Ahmedabad Airport,,1615 - 1630,8,12,19,1.333333333,1
Ahmedabad Airport,,1630 - 1645,19,24,53,3.166666667,3
Ahmedabad Airport,,1645 - 1700,19,25,50,3.166666667,3
Ahmedabad Airport,,1700 - 1715,12,16,29,2,2
Ahmedabad Airport,,1715 - 1730,16,19,43,2.666666667,2
Ahmedabad Airport,,1730 - 1745,14,19,35,2.333333333,2
Ahmedabad Airport,,1745 - 1800,9,13,20,1.5,1
Ahmedabad Airport,,1800 - 1815,21,27,57,3.5,3
Ahmedabad Airport,,1815 - 1830,15,21,39,2.5,2
Ahmedabad Airport,,1830 - 1845,13,19,33,2.166666667,2
Ahmedabad Airport,,1845 - 1900,19,25,52,3.166666667,3
